pathway_id	pathway_name	genes
R-HSA-164516	Minus-strand DNA synthesis	P04585,P04591,P04618,P05919,P62937,P69723,P69726
R-HSA-164525	Plus-strand DNA synthesis	P04585,P04591,P04618,P05919,P62937,P69723,P69726
R-HSA-174495	Synthesis And Processing Of GAG, GAGPOL Polyproteins	P04591
R-HSA-162599	Late Phase of HIV Life Cycle	P04601,P30419
R-HSA-164939	Nef mediated downregulation of CD28 cell surface expression	P04601,P10747,Q96CW1
R-HSA-164944	Nef and signal transduction	P04601,P06239,P06241,P08631,P20963-1,P63000,Q13177,Q92556,Q92608
R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling	P04626,P07900,Q16543,Q96RT1
R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab	P04626,P07900,Q16543,Q96RT1
R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib	P04626,P07900,Q16543,Q96RT1
R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib	P04626,P07900,Q16543,Q96RT1
R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib	P04626,P07900,Q16543,Q96RT1
R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib	P04626,P07900,Q16543,Q96RT1
R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib	P04626,P07900,Q16543,Q96RT1
R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788	P04626,P07900,Q16543,Q96RT1
R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib	P04626,P07900,Q16543,Q96RT1
R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants	P04626,P07900,Q16543,Q96RT1
R-HSA-187024	NGF-independant TRKA activation	P04629,P18509,P29274,P41586,Q16620
R-HSA-111448	Activation of NOXA and translocation to mitochondria	P04637,Q01094,Q13794,Q14186,Q14188
R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	P04637,P06400,P07305,P10412,P16401,P16402,P16403,P17096,P20700,P52926,P54198,Q02539,Q96L91,Q9NPG3,Q9Y294,Q9Y6J0
R-HSA-6811555	PI5P Regulates TP53 Acetylation	P04637,P48426,P52564,P78356,Q09472,Q13526,Q86T03,Q8TBX8,Q9H160
R-HSA-69895	Transcriptional  activation of  cell cycle inhibitor p21 	P04637,P38936,P57723,Q96PM9
R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability	P04637
R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	P04798,P05177,P10632,P11712,P33261,P34913,P51589,Q16678
R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	P04798,P05177,P10632,P11712,P33261,P78329,Q02928,Q16678,Q7Z449
R-HSA-9018681	Biosynthesis of protectins	P04798,P05177,P09960,P16050
R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	P04839,P06756,P13498,P14598,P16671,P18084,P19878,Q15080
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	P04839,P05109,P05771,P06702,P13498,P14598,P15153,P17252,P19878,P27361,P28482,P63000,Q05513,Q05655,Q13526,Q15080,Q15759,Q16539,Q86UR1,Q8NEB9,Q8NFA2,Q99570,Q9HBY0,Q9Y5S8
R-HSA-446203	Asparagine N-linked glycosylation	P04843,P04844,P07306,P07307,P07911,P39656,P46977,P61803,Q13454,Q8NHY0,Q9H0U3
R-HSA-9694548	Maturation of spike protein	P04843,P04844,P0DTC2,P0DTC2,P14314,P15907,P26572,P27824,P39656,P46977,P61803,Q09328,Q10469,Q11201,Q11203,Q11206,Q13454,Q13724,Q14697,Q16706,Q16842,Q5W0Z9,Q7Z5G4,Q8NDV1,Q9BV94,Q9BYC5,Q9C0B5,Q9H0U3,Q9H4F1,Q9H8X9,Q9NYG2,Q9UBM8,Q9UIJ5,Q9UJ37,Q9UKM7,Q9ULC8,Q9UM21,Q9UQ53,Q9Y397
R-HSA-5250982	Toxicity of tetanus toxin (tetX)	P04958,P63027
R-HSA-5657560	Hereditary fructose intolerance	P05062
R-HSA-804914	Transport of fatty acids	P05090,P31025,Q6JVE5,Q6P1M0,Q6PCB7,Q6UWW0,Q8WX39,Q9Y2P4
R-HSA-380612	Metabolism of serotonin	P05091,P21397
R-HSA-5579028	Defective CYP17A1 causes AH5	P05093
R-HSA-1566948	Elastic fibre formation	P05106,P05556,P06756,P08648,P09958,P15502,P18564,P28300,P35555,P35556,P55001,P58215,Q08397,Q13361,Q75N90,Q96JB6,Q9UBX5,Q9Y4K0
R-HSA-210990	PECAM1 interactions	P05106,P06239,P06241,P06756,P07947,P07948,P12931-1,P16284,P19174,P29350,Q06124,Q92835
R-HSA-5579026	Defective CYP11A1 causes AICSR	P05108,P10109,P22570,Q6P4F2
R-HSA-9839406	TGFBR3 regulates activin signaling	P05111,P08476,P27037,Q03167
R-HSA-111933	Calmodulin induced events	P05129,P0DP23,P17252,P25098,Q05655
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	P05129,P05771,P17252
R-HSA-180897	Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	P05141,P12235,P12236,P69726
R-HSA-8941413	Events associated with phagocytolytic activity of PMN cells	P05164,P22079
R-HSA-3371599	Defective HLCS causes multiple carboxylase deficiency	P05165,P05166,P11498,P50747,Q13085,Q96RQ3,Q9HCC0
R-HSA-71032	Propionyl-CoA catabolism	P05165,P05166,P22033,Q8IVH4,Q96PE7
R-HSA-156581	Methylation	P05177,P21964,P23526,P31153,P40261,P51580,P78417,Q00266,Q99707,Q9HBK9,Q9NZL9,Q9UBK8,Q9UI30,Q9Y5N5
R-HSA-211957	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	P05177
R-HSA-9027307	Biosynthesis of maresin-like SPMs	P05177,P05181,P08684,P10632,P10635,P11712
R-HSA-211999	CYP2E1 reactions	P05181,P10632,P10635,P11509,P11712,P20813,P20853,P24903,P33261,Q16696,Q96SQ9
R-HSA-381042	PERK regulates gene expression	P05198,P05198,P11021,P18848,P20042,P20042,P41091,P41091,Q9NZJ5
R-HSA-72731	Recycling of eIF2:GDP	P05198,P20042,P41091,P49770,Q13144,Q14232,Q9NR50,Q9UI10
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	P05198,P05386,P05387,P05388,P08243,P08708,P08865,P15336,P15336,P15880,P17676,P17676,P18077,P18124,P18621,P18847,P18848,P18848,P20042,P22090,P23396,P25398,P26373,P27635,P30050,P32969,P35268,P35638,P36578,P39019,P39023,P40429,P41091,P42677,P42766,P46776,P46777,P46778,P46779,P46781,P46782,P46783,P47914,P49207,P50914,P53567,P60866,P61247,P61254,P61313,P61353,P61513,P61927,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62424,P62701,P62750,P62753,P62829,P62841,P62847,P62851,P62854,P62857,P62861,P62888,P62891,P62899,P62906,P62910,P62913,P62917,P62945,P62979,P62987,P63173,P63220,P83731,P83881,P84098,Q02543,Q02878,Q07020,Q6P5R6,Q71UM5,Q8TD47,Q92616,Q92901,Q969Q0,Q96EH5,Q96L21,Q96RU7,Q9P2K8,Q9P2X3,Q9UNX3,Q9Y3U8
R-HSA-9840373	Cellular response to mitochondrial stress	P05198,P20042,P41091,Q14154,Q96E52,Q96E52,Q96TA2,Q99623,Q9BQI3,Q9UJZ1
R-HSA-9662834	CD163 mediating an anti-inflammatory response	P05231,P09958,P22301,P35579,P78536,Q16539,Q6PJF5,Q86VB7,Q9NYY3
R-HSA-156902	Peptide chain elongation	P05386,P05387,P05388,P08708,P08865,P13639,P13639,P15880,P18077,P18124,P18621,P22090,P23396,P25398,P26373,P27635,P30050,P32969,P35268,P36578,P39019,P39023,P40429,P42677,P42766,P46776,P46777,P46778,P46779,P46781,P46782,P46783,P47914,P49207,P50914,P60866,P61247,P61254,P61313,P61353,P61513,P61927,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62424,P62701,P62750,P62753,P62829,P62841,P62847,P62851,P62854,P62857,P62861,P62888,P62891,P62899,P62906,P62910,P62913,P62917,P62945,P62979,P62987,P63173,P63220,P68104,P83731,P83881,P84098,Q02543,Q02878,Q07020,Q6P5R6,Q71UM5,Q8TD47,Q92901,Q969Q0,Q96EH5,Q96L21,Q9UNX3,Q9Y3U8
R-HSA-2408557	Selenocysteine synthesis	P05386,P05387,P05388,P08708,P08865,P15880,P18077,P18124,P18621,P22090,P23396,P25398,P26373,P27635,P30050,P32969,P35268,P36578,P39019,P39023,P40429,P42677,P42766,P46776,P46777,P46778,P46779,P46781,P46782,P46783,P47914,P49207,P49591,P50914,P57772,P60866,P61247,P61254,P61313,P61353,P61513,P61927,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62424,P62701,P62750,P62753,P62829,P62841,P62847,P62851,P62854,P62857,P62861,P62888,P62891,P62899,P62906,P62910,P62913,P62917,P62945,P62979,P62987,P63173,P63220,P83731,P83881,P84098,Q02543,Q02878,Q07020,Q6P5R6,Q71UM5,Q8IV42,Q8TD47,Q92901,Q969Q0,Q96EH5,Q96L21,Q96T21,Q99611,Q9HD40,Q9UNX3,Q9Y3U8
R-HSA-72764	Eukaryotic Translation Termination	P05386,P05387,P05388,P08708,P08865,P13798,P15170,P15170,P15880,P18077,P18124,P18621,P22090,P23396,P25398,P26373,P27635,P30050,P32969,P35268,P36578,P39019,P39023,P40429,P42677,P42766,P46776,P46777,P46778,P46779,P46781,P46782,P46783,P47914,P49207,P50914,P60866,P61247,P61254,P61313,P61353,P61513,P61927,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62424,P62495,P62495,P62701,P62750,P62753,P62829,P62841,P62847,P62851,P62854,P62857,P62861,P62888,P62891,P62899,P62906,P62910,P62913,P62917,P62945,P62979,P62987,P63173,P63220,P83731,P83881,P84098,Q02543,Q02878,Q07020,Q6P5R6,Q71UM5,Q8IYD1,Q8IYD1,Q8TD47,Q92901,Q969Q0,Q96EH5,Q96L21,Q9UI30,Q9UNX3,Q9Y3U8,Q9Y5N5
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	P05386,P05387,P05388,P08708,P08865,P11940,P15170,P15880,P18077,P18124,P18621,P22090,P23396,P25398,P26373,P27635,P30050,P32969,P35268,P36578,P39019,P39023,P40429,P42677,P42766,P46776,P46777,P46778,P46779,P46781,P46782,P46783,P47914,P49207,P50914,P52298,P60866,P61247,P61254,P61313,P61353,P61513,P61927,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62424,P62495,P62701,P62750,P62753,P62829,P62841,P62847,P62851,P62854,P62857,P62861,P62888,P62891,P62899,P62906,P62910,P62913,P62917,P62945,P62979,P62987,P63173,P63220,P83731,P83881,P84098,Q02543,Q02878,Q04637,Q07020,Q09161,Q6P5R6,Q71UM5,Q8IYD1,Q8TD47,Q92900,Q92901,Q969Q0,Q96EH5,Q96L21,Q9UNX3,Q9Y3U8
R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	P05549-1,P05549,P05549,P63165,P63165,P63279,P63279,Q6VUC0,Q6VUC0,Q719H9,Q7Z6R9,Q7Z6R9,Q92481,Q92481,Q92754,Q92754,Q96SI1,Q9NZC7
R-HSA-8866906	TFAP2 (AP-2) family regulates transcription of other transcription factors	P05549,Q92754,Q99697,Q99967
R-HSA-8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	P05549,P06748,P10244,P10809,P46087
R-HSA-9834899	Specification of the neural plate border	P05549,P05549,P08620,P10242,P12644,P23759,P23760,P28360,P35222,P48431,P52951,P56178,P56704,Q01860,Q15915,Q92481,Q92481,Q92754,Q92754,Q9HCS4
R-HSA-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	P05556,P49023,Q13418,Q9NVD7
R-HSA-8875513	MET interacts with TNS proteins	P05556,P08581,P14210,Q68CZ2,Q8IZW8
R-HSA-844623	The IPAF inflammasome	P06179,P06179,P29466,P41785,P41785,P52616,P52616,Q9NPP4,Q9NPP4
R-HSA-389513	Co-inhibition by CTLA4	P06239,P06241,P07947,P07948,P12931-1,P16410,P30153,P30154,P31749,P31751,P33681,P42081,P62714,P67775,Q06124,Q13362,Q14738,Q15172,Q15173,Q16537,Q9Y243
R-HSA-9706374	FLT3 signaling through SRC family kinases	P06239,P06241,P08631,P36888,P36888,P43405,P49771,P49771
R-HSA-9032500	Activated NTRK2 signals through FYN	P06241-1,P12931,P23560,Q13224,Q16620
R-HSA-9032759	NTRK2 activates RAC1	P06241-1,P06241-1,P23560,P23560,P63000,Q16620,Q16620,Q8IZD9,Q8IZD9
R-HSA-1483191	Synthesis of PC	P06276,P19784,P22303,P28329,P35790,P49585,P67870,P68400,Q14693,Q53GD3,Q8IWA5,Q8N4M1,Q8NA29,Q8NCS7,Q8NF37,Q8TCT1,Q8WU67,Q8WUD6,Q8WWI5,Q92539,Q9BQK8,Q9NQZ5,Q9NQZ5,Q9UBM1,Q9UKL6,Q9Y259,Q9Y365,Q9Y5K3,Q9Y6K0
R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	P06400,P06400,P09884,P30153,P30154,P49642,P49643,P62714,P67775,Q01094,Q14181,Q14186,Q14188,Q9Y5P8
R-HSA-9661070	Defective translocation of RB1 mutants to the nucleus	P06400
R-HSA-9682706	Replication of the SARS-CoV-1 genome	P06400,P0C6U8,P0C6X7,P17844,P40337,Q8TBF4
R-HSA-9694686	Replication of the SARS-CoV-2 genome	P06400,P0DTC1,P0DTC1,P0DTD1-1,P0DTD1-1,P0DTD1,P0DTD1,P17844,P40337,Q8TBF4
R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer	P06400,P06748,P10144,P14222,P14635,P17275,P17676,P26358,P27361,P28482,P29350,P40763,P42229,P43403,P51608-1,P51608-2,P62753,P62877,P63208,Q08050,Q13547,Q13616,Q13651,Q15306,Q15672,Q16548,Q86WB0,Q9H9G7,Q9HCE1,Q9HCJ0,Q9HCK5,Q9UKV8,Q9UL18,Q9Y6W8
R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	P06493,P10244,P20248,P28749,Q01094,Q08999,Q09028,Q13547,Q14186,Q14188,Q15329,Q16254,Q52LA3,Q5TKA1,Q6MZP7,Q96GY3
R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	P06493,P20248,P78396
R-HSA-176417	Phosphorylation of Emi1	P06493,P14635,P53350,Q12834,Q9UKT4,Q9UM11
R-HSA-68875	Mitotic Prophase	P06493,P14635,Q14980
R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	P06730,P23588,P60842,Q04637,Q13541,Q14240,Q15056
R-HSA-9820865	Z-decay: degradation of maternal mRNAs by zygotically expressed factors	P06730,P11940,P23588,P38919,P60842,Q04637,Q14240,Q5TAX3,Q5VYS8,Q86U42,Q8IYB7,Q9H074
R-HSA-71288	Creatine metabolism	P06732,P12277,P12532,P17540,P48029,P48065,P48066,P50440,Q14353,Q99884
R-HSA-2197563	NOTCH2 intracellular domain regulates transcription	P06734,P10144,P16220-1,Q04721,Q04721,Q06330,Q06330,Q09472,Q13495,Q13495,Q14469,Q5TA89,Q8IZL2,Q8IZL2,Q92585,Q92585,Q96JK9,Q96JK9
R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	P06746,P09874,P18858,P27695,P39748,Q86W56,Q9NX46,Q9UGN5
R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	P06746,P27695
R-HSA-110381	Resolution of AP sites via the single-nucleotide replacement pathway	P06746,P18887,P49916
R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	P06746,P12004,P15927,P18858,P27694,P27695,P28340,P35244,P35249,P35250,P35251,P39748,P40937,P40938,P49005,P56282,Q07864,Q15054,Q9HCU8,Q9NR33,Q9NRF9
R-HSA-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	P06746,P27695
R-HSA-9692914	SARS-CoV-1-host interactions	P06748,P09651,P30613-2,P59595
R-HSA-3656234	Defective HEXA causes GM2G1	P06865
R-HSA-209905	Catecholamine biosynthesis	P07101,P09172,P11086,P20711
R-HSA-2142688	Synthesis of 5-eicosatetraenoic acids	P07203,P09917,P18283,P20292,P27169,P36969,Q15165,Q15166,Q16873
R-HSA-2161541	Abacavir metabolism	P07327,P35558,P49902,Q6DHV7
R-HSA-629587	Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	P07510,P17787,P30926,P32297,P43681,Q04844,Q07001
R-HSA-390696	Adrenoceptors	P07550,P08588,P08913,P13945,P18089,P18825,P25100,P35348,P35368
R-HSA-3656248	Defective HEXB causes GM2G2	P07686
R-HSA-9734195	Defective APRT disrupts adenine salvage	P07741
R-HSA-5609978	Defective GALT can cause GALCT	P07902
R-HSA-70370	Galactose catabolism	P07902,P36871,P51570,Q14376
R-HSA-9830364	Formation of the nephric duct	P07949,P09038,P12644,P17483,P23771,P31267,P35222,P47928,P48742,Q02962,Q03112,Q04743,Q06710,Q14508,Q6UXI9,Q8TAB3,Q8TAX0,Q9NZF1
R-HSA-5688031	Defective pro-SFTPB causes SMDP1 and RDS	P07988
R-HSA-5688849	Defective CSF2RB causes SMDP5	P07988,P0C7M3,P11686,P15509,P32927,P35247,Q8IWL1,Q8IWL2
R-HSA-5688890	Defective CSF2RA causes SMDP4	P07988,P0C7M3,P11686,P15509,P32927,P35247,Q8IWL1,Q8IWL2
R-HSA-5696400	Dual Incision in GG-NER	P07992,P09874,P0CG47,P0CG48,P12004,P15927,P18074,P19447,P23025,P27694,P28340,P28715,P32780,P35244,P35249,P35250,P35251,P40937,P40938,P49005,P56282,P62877,P62979,P62987,Q07864,Q13619,Q13620,Q13888,Q13889,Q15054,Q16531,Q6ZYL4,Q86WJ1,Q92466,Q92759,Q92889,Q9HCU8,Q9NR33,Q9NRF9,Q9UBT6,Q9UGN5
R-HSA-190704	Oligomerization of connexins into connexons	P08034,P08034,P17302,P29033
R-HSA-190827	Transport of connexins along the secretory pathway	P08034,P17302,P29033
R-HSA-193634	Axonal growth inhibition (RHOA activation)	P08138,P10911,P20916,P23515,P52565,P61586,Q96FE5,Q9BZR6,Q9NQC3
R-HSA-193692	Regulated proteolysis of p75NTR	P08138,P19838,P49768,P49810,P78536,Q04206,Q8WW43,Q92542,Q96BI3,Q9NZ42,Q9Y4K3
R-HSA-5635851	GLI proteins bind promoters of Hh responsive genes to promote transcription	P08151,P10070,P10071
R-HSA-390648	Muscarinic acetylcholine receptors	P08172,P08173,P08912,P11229,P20309
R-HSA-5660862	Defective SLC7A7 causes lysinuric protein intolerance (LPI)	P08195,Q9UM01
R-HSA-2206292	MPS VII - Sly syndrome	P08236
R-HSA-9911233	Expression of NOTCH2NL genes	P08246,P0DPK3,P0DPK4,Q7Z3S9
R-HSA-166020	Transfer of LPS from LBP carrier to CD14	P08571,P18428
R-HSA-8851907	MET activates PI3K/AKT signaling	P08581,P14210,P27986,P42336,P62993-1,Q13480
R-HSA-8865999	MET activates PTPN11	P08581,P14210,P62993-1,Q06124,Q13480
R-HSA-8875555	MET activates RAP1 and RAC1	P08581,P14210,P46108,P46109,P61224,P62834,P62993-1,P63000,Q13480,Q13905,Q96N67
R-HSA-8875656	MET receptor recycling	P08581,P14210,P20338,P46108,P46109,P61018,P62330,P62993-1,Q13480,Q9NZ52
R-HSA-8875791	MET activates STAT3	P08581,P14210,P40763,P40763
R-HSA-9022699	MECP2 regulates neuronal receptors and channels	P08581,P11169,P16220-1,P18031,P29074,P35372,P41145,P42262,P51608-1,P51608-1,P51608-2,P51608-2,Q12879,Q13224,Q13451,Q13507,Q13547,Q7Z2K8,Q92769,Q96ST3
R-HSA-9734091	Drug-mediated inhibition of MET activation	P08581,P14210
R-HSA-5579021	Defective CYP21A2 causes AH3	P08686
R-HSA-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	P08700,P32519,P42702,Q01196,Q13951
R-HSA-9735869	SARS-CoV-1 modulates host translation machinery	P08708,P08865,P09651,P0C6U8,P0C6X7,P15880,P22090,P23396,P25398,P39019,P42677,P46781,P46782,P46783,P59595,P60866,P61247,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62701,P62753,P62841,P62847,P62851,P62854,P62857,P62861,P62979,P63220,P68104,Q71UM5,Q8TD47
R-HSA-1663150	The activation of arylsulfatases	P08842,P15289,P15848,P51689,P51690,P54793,Q5FYA8,Q5FYB0,Q5FYB1,Q6UWY0,Q8NBJ7,Q8NBK3,Q96EG1
R-HSA-196071	Metabolism of steroid hormones	P08842
R-HSA-390666	Serotonin receptors	P08908,P28221,P28222,P28223,P28335,P28566,P30939,P34969,P41595,P47898,P50406,Q13639
R-HSA-392023	Adrenaline signalling through Alpha-2 adrenergic receptor	P08913,P18089,P18825
R-HSA-9761174	Formation of intermediate mesoderm	P09038,P12644,P48742,Q02962,Q06710,Q12948,Q8TAX0,Q99958
R-HSA-190873	Gap junction degradation	P09496,P09497,P17302,P50570,P53675,P60709,P63261,P98082,Q00610,Q05193,Q96CW1,Q9UM54
R-HSA-196025	Formation of annular gap junctions	P09496,P09497,P17302,P50570,P53675,P60709,P63261,P98082,Q00610,Q05193,Q96CW1
R-HSA-6783984	Glycine degradation	P09622,P23378,P23434,P36957,P48728,P82909,Q02218
R-HSA-9853506	OGDH complex synthesizes succinyl-CoA from 2-OG	P09622,P36957,P82909,Q02218
R-HSA-9858328	OADH complex synthesizes glutaryl-CoA from 2-OA	P09622,P36957,Q96HY7
R-HSA-9859138	BCKDH synthesizes BCAA-CoA from KIC, KMVA, KIV	P09622,P11182,P12694,P21953
R-HSA-9865113	Loss-of-function mutations in DBT cause MSUD2	P09622,P11182,P12694,P21953
R-HSA-9907570	Loss-of-function mutations in DLD cause MSUD3/DLDD	P09622,P11182,P12694,P21953
R-HSA-9912529	H139Hfs13* PPM1K causes a mild variant of  MSUD	P09622,P11182,P12694,P21953,Q8N3J5
R-HSA-5659898	Intestinal saccharidase deficiencies	P09848,P14410,P14410
R-HSA-174411	Polymerase switching on the C-strand of the telomere	P09884,P0CG13,P12004,P28340,P35249,P35250,P35251,P40937,P40938,P49005,P49642,P49643,P54274,Q14181,Q15054,Q15554,Q2NKJ3,Q86WV5,Q8WVB6,Q96AP0,Q9BSI4,Q9BVC3,Q9H668,Q9HCU8,Q9NUX5,Q9NYB0
R-HSA-174430	Telomere C-strand synthesis initiation	P09884,P49642,P49643,P54274,Q14181,Q15554,Q2NKJ3,Q86WV5,Q96AP0,Q9BSI4,Q9H668,Q9NUX5,Q9NYB0
R-HSA-68952	DNA replication initiation	P09884,P49642,P49643,P56282,Q07864,Q14181,Q9NR33,Q9NRF9
R-HSA-69091	Polymerase switching	P09884,P12004,P28340,P35249,P35250,P35251,P40937,P40938,P49005,P49642,P49643,Q14181,Q15054,Q9HCU8
R-HSA-69166	Removal of the Flap Intermediate	P09884,P12004,P15927,P27694,P28340,P35244,P39748,P49005,P49642,P49643,P51530,Q14181,Q15054,Q9HCU8
R-HSA-69183	Processive synthesis on the lagging strand	P09884,P12004,P18858,P28340,P49005,P49642,P49643,Q14181,Q15054,Q9HCU8
R-HSA-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	P09917,P09960,P13584,P16050,P16444,P19440,P20292,P33527,P36269,P49137,P78329,P98187,Q02928,Q08477,Q14914,Q16873,Q5TCH4,Q6NT55,Q9H4A9,Q9HBI6
R-HSA-2142700	Biosynthesis of Lipoxins (LX)	P09917,P15428,P18054,P20292,Q14914,Q16873
R-HSA-9018676	Biosynthesis of D-series resolvins	P09917,P09960,P15428,P36969-2
R-HSA-9018682	Biosynthesis of maresins	P09917,P34913
R-HSA-9018896	Biosynthesis of E-series 18(S)-resolvins	P09917,P09960,P15428,P16050,P36969-2
R-HSA-9020265	Biosynthesis of aspirin-triggered D-series resolvins	P09917,P09960,P36969-2
R-HSA-9023661	Biosynthesis of E-series 18(R)-resolvins	P09917,P09960,P16050,P36969-2
R-HSA-9026286	Biosynthesis of DPAn-3-derived protectins and resolvins	P09917,P16050
R-HSA-9026290	Biosynthesis of DPAn-3-derived maresins	P09917,P18054
R-HSA-9026403	Biosynthesis of DPAn-3-derived 13-series resolvins	P09917
R-HSA-9027604	Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives	P09917,P35354
R-HSA-9682708	Transcription of SARS-CoV-1 sgRNAs	P0C6U8,P0C6X7,P59595
R-HSA-9683439	Assembly of the SARS-CoV-1 Replication-Transcription Complex (RTC)	P0C6U8,P0C6X7
R-HSA-9684325	Maturation of replicase proteins	P0C6U8,P0C6X7
R-HSA-177128	Conjugation of salicylate with glycine	P0C7M7,Q08AH3,Q5SZD4,Q68CK6,Q6IB77,Q6NUN0,Q8WU03,Q969I3
R-HSA-1483115	Hydrolysis of LPC	P0C869,P47712,Q3MJ16,Q68DD2,Q6P4A8,Q86XP0,Q8NCC3,Q9NPB8,Q9UP65
R-HSA-110320	Translesion Synthesis by POLH	P0CG47,P0CG48,P12004,P15927,P27694,P35244,P35249,P35250,P35251,P40937,P40938,P55072,P62979,P62987,Q8TAT6,Q92890,Q96PM5,Q9H040,Q9Y253
R-HSA-1253288	Downregulation of ERBB4 signaling	P0CG47,P0CG48,P12931,P46934,P62979,P62987,Q15303-1,Q15303-2,Q15303-3,Q96J02,Q9H0M0
R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	P0CG47,P0CG48,P19474,P62979,P62987,Q13049,Q14653,Q86WV6,Q96MN2,Q9BRZ2,Q9H171,Q9UHD2,Q9UJV9,Q9Y2E6
R-HSA-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	P0CG47,P0CG48,P14314,P54727,P55072,P62191,P62979,P62987,Q04323,Q13724,Q14165,Q14697,Q8NFI3,Q96IV0,Q9BUN8,Q9UKV5
R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	P0CG47,P0CG48,P12004,P15927,P18858,P18887,P27694,P28340,P35244,P35249,P35250,P35251,P40937,P40938,P49005,P49916,P56282,P62979,P62987,Q07864,Q15054,Q9HCU8,Q9NR33,Q9NRF9,Q9UBT6
R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	P0CG47,P0CG48,P22681,P31749,P62979,P62987,Q13882,Q96P48,Q99704
R-HSA-8948747	Regulation of PTEN localization	P0CG47,P0CG48,P29590,P46934,P60484,P62979,P62987,P98170,Q93009
R-HSA-9664873	Pexophagy	P0CG47,P0CG48,P50542,P62979,P62987,Q13315,Q13501,Q14596,Q14596,Q70CQ3,Q99814,Q9GZQ8
R-HSA-9683683	Maturation of protein E	P0CG47,P0CG48,P59637,P62979,P62987
R-HSA-9694493	Maturation of protein E	P0CG47,P0CG48,P0DTC4,P0DTC4,P62979,P62987
